time_stamp,humidity,pm2.5_atm,pm2.5_cf_1,sensor_index
2025-01-19 01:00:00+00:00,52,19.0,19.2,5488
2025-01-19 10:00:00+00:00,64,28.5,28.5,5488
2025-01-20 08:00:00+00:00,57,29.1,29.3,5488
2025-01-20 06:00:00+00:00,57,22.1,22.1,5488
2025-01-20 09:00:00+00:00,58,39.4,43.3,5488
2025-01-20 01:00:00+00:00,57,14.5,14.5,5488
2025-01-24 07:00:00+00:00,35,7.4,7.4,5488
2025-01-24 19:00:00+00:00,41,10.5,10.5,5488
2025-01-24 15:00:00+00:00,43,8.3,8.3,5488
2025-01-24 14:00:00+00:00,45,7.9,7.9,5488
2025-01-24 22:00:00+00:00,54,19.2,19.2,5488
2025-01-24 05:00:00+00:00,43,20.6,20.6,5488
2025-01-24 11:00:00+00:00,50,9.6,9.6,5488
2025-01-17 11:00:00+00:00,65,25.6,25.6,5488
2025-01-17 04:00:00+00:00,48,22.0,24.1,5488
2025-01-17 12:00:00+00:00,64,26.5,26.5,5488
2025-01-17 14:00:00+00:00,62,24.1,24.1,5488
2025-01-17 03:00:00+00:00,51,24.8,27.7,5488
2025-01-17 20:00:00+00:00,53,10.2,10.2,5488
2025-01-18 20:00:00+00:00,49,18.6,18.6,5488
2025-01-18 18:00:00+00:00,55,16.8,16.8,5488
2025-01-18 14:00:00+00:00,56,23.3,23.3,5488
2025-01-18 02:00:00+00:00,54,21.5,21.5,5488
2025-01-18 12:00:00+00:00,56,35.0,36.5,5488
2025-01-15 04:00:00+00:00,56,11.6,11.6,5488
2025-01-15 14:00:00+00:00,53,3.5,3.5,5488
2025-01-15 17:00:00+00:00,49,11.5,11.5,5488
2025-01-15 07:00:00+00:00,55,10.9,10.9,5488
2025-01-15 00:00:00+00:00,45,4.2,4.2,5488
2025-01-15 21:00:00+00:00,43,5.4,5.4,5488
2025-01-15 05:00:00+00:00,57,11.7,11.7,5488
2025-01-14 06:00:00+00:00,39,19.6,19.9,5488
2025-01-14 14:00:00+00:00,40,3.4,3.4,5488
2025-01-14 17:00:00+00:00,46,4.5,4.5,5488
2025-01-14 02:00:00+00:00,35,19.9,19.9,5488
2025-01-14 09:00:00+00:00,42,8.6,8.6,5488
2025-01-14 08:00:00+00:00,39,8.0,8.0,5488
2025-01-14 03:00:00+00:00,37,15.0,15.0,5488
2025-01-14 20:00:00+00:00,33,4.5,4.5,5488
2025-01-16 09:00:00+00:00,46,2.0,2.0,5488
2025-01-16 17:00:00+00:00,45,7.7,7.7,5488
2025-01-16 18:00:00+00:00,45,3.5,3.5,5488
2025-01-16 07:00:00+00:00,52,9.1,9.1,5488
2025-01-16 23:00:00+00:00,39,2.7,2.7,5488
2025-01-16 22:00:00+00:00,36,4.4,4.4,5488
2025-01-19 08:00:00+00:00,60,19.8,19.8,5488
2025-01-19 16:00:00+00:00,58,25.0,25.1,5488
2025-01-19 07:00:00+00:00,58,24.3,24.3,5488
2025-01-20 07:00:00+00:00,58,24.7,24.7,5488
2025-01-20 05:00:00+00:00,57,16.5,16.5,5488
2025-01-20 10:00:00+00:00,59,40.3,45.3,5488
2025-01-20 03:00:00+00:00,60,17.4,17.7,5488
2025-01-24 06:00:00+00:00,41,8.9,8.9,5488
2025-01-24 10:00:00+00:00,48,10.3,10.3,5488
2025-01-24 12:00:00+00:00,46,6.9,6.9,5488
2025-01-24 04:00:00+00:00,43,24.1,24.1,5488
2025-01-24 21:00:00+00:00,38,15.5,15.5,5488
2025-01-24 18:00:00+00:00,49,8.1,8.1,5488
2025-01-24 16:00:00+00:00,42,8.4,8.4,5488
2025-01-17 18:00:00+00:00,57,27.8,27.8,5488
2025-01-17 19:00:00+00:00,54,12.5,12.5,5488
2025-01-17 02:00:00+00:00,56,10.2,10.2,5488
2025-01-17 16:00:00+00:00,60,26.9,27.0,5488
2025-01-17 13:00:00+00:00,63,24.5,24.5,5488
2025-01-18 01:00:00+00:00,54,19.6,19.6,5488
2025-01-18 22:00:00+00:00,46,22.5,22.5,5488
2025-01-18 06:00:00+00:00,55,12.2,12.2,5488
2025-01-18 17:00:00+00:00,57,17.4,17.4,5488
2025-01-18 07:00:00+00:00,54,15.4,15.4,5488
2025-01-18 23:00:00+00:00,45,15.7,15.7,5488
